"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"13.09.2015","7,29","7,39","7,91","7,16","292,85M","-0,82%"
"06.09.2015","7,35","8,35","8,54","7,28","182,70M","-9,93%"
"30.08.2015","8,16","8,36","8,91","7,99","275,72M","-5,45%"
"23.08.2015","8,63","7,44","9,01","7,22","309,27M","8,42%"
"16.08.2015","7,96","8,83","8,98","7,96","182,33M","-10,76%"
"09.08.2015","8,92","9,41","9,62","8,92","190,52M","-4,09%"
"02.08.2015","9,30","9,94","10,12","9,30","237,64M","-7,65%"
"26.07.2015","10,07","9,56","10,49","9,12","290,84M","4,57%"
"19.07.2015","9,63","10,99","11,07","9,36","209,64M","-11,97%"
"12.07.2015","10,94","11,39","11,59","10,93","157,64M","-3,27%"
"05.07.2015","11,31","11,04","11,50","10,38","193,13M","0,53%"
"28.06.2015","11,25","12,47","13,04","11,21","221,76M","-11,21%"
"21.06.2015","12,67","12,76","12,88","12,01","191,30M","0,32%"
"14.06.2015","12,63","12,44","13,04","12,38","179,98M","1,12%"
"07.06.2015","12,49","12,10","12,89","11,96","175,98M","3,65%"
"31.05.2015","12,05","11,92","12,57","11,75","169,97M","1,86%"
"24.05.2015","11,83","12,45","12,48","11,79","242,49M","-5,74%"
"17.05.2015","12,55","14,04","14,05","12,12","295,10M","-6,97%"
"10.05.2015","13,49","13,12","13,65","12,88","202,78M","4,01%"
"03.05.2015","12,97","12,77","14,34","12,76","284,46M","3,59%"
"26.04.2015","12,52","12,42","12,62","11,75","193,93M","-1,57%"
"19.04.2015","12,72","12,69","13,22","11,41","399,20M","1,92%"
"12.04.2015","12,48","11,48","12,84","11,42","468,64M","10,05%"
"05.04.2015","11,34","10,36","11,45","10,03","322,82M","10,31%"
"29.03.2015","10,28","9,11","10,28","9,04","203,95M","14,22%"
"22.03.2015","9,00","8,92","9,56","8,80","259,47M","0,33%"
"15.03.2015","8,97","8,14","8,97","7,86","279,72M","12,69%"
"08.03.2015","7,96","8,76","8,81","7,83","282,07M","-10,16%"
"01.03.2015","8,86","9,06","9,40","8,79","177,80M","-3,49%"
"22.02.2015","9,18","9,16","9,49","8,63","269,13M","-1,08%"
"15.02.2015","9,28","9,75","9,92","9,14","113,94M","-3,13%"
"08.02.2015","9,58","8,44","9,69","8,37","322,09M","9,49%"
"01.02.2015","8,75","8,12","10,34","7,80","458,94M","11,46%"
"25.01.2015","7,85","9,39","9,95","7,75","388,65M","-18,14%"
"18.01.2015","9,59","8,97","10,03","8,78","265,22M","5,85%"
"11.01.2015","9,06","8,89","9,24","8,29","307,68M","0,44%"
"04.01.2015","9,02","8,77","9,02","7,71","369,57M","0,45%"
"28.12.2014","8,98","9,74","10,11","8,98","99,30M","-9,11%"
"21.12.2014","9,88","9,50","10,54","9,32","122,38M","4,77%"
"14.12.2014","9,43","9,79","9,93","8,21","425,12M","-2,78%"
"07.12.2014","9,70","11,66","11,66","9,70","266,02M","-17,52%"
"30.11.2014","11,76","12,10","12,28","11,56","197,85M","-4,23%"
"23.11.2014","12,28","14,03","14,64","12,28","285,30M","-10,50%"
"16.11.2014","13,72","12,54","13,73","11,51","219,75M","8,37%"
"09.11.2014","12,66","13,72","13,90","12,33","176,65M","-7,52%"
"02.11.2014","13,69","14,35","14,49","12,97","255,62M","-6,62%"
"26.10.2014","14,66","13,43","14,66","13,20","517,59M","-6,27%"
"19.10.2014","15,64","18,15","18,22","14,78","442,59M","-14,58%"
"12.10.2014","18,31","20,49","21,61","17,89","449,46M","-4,69%"
"05.10.2014","19,21","20,63","21,01","19,20","450,85M","9,15%"
"28.09.2014","17,60","18,25","18,47","16,17","380,57M","-12,39%"
"21.09.2014","20,09","19,62","20,38","18,88","227,74M","0,15%"
"14.09.2014","20,06","19,43","21,61","19,24","299,61M","3,83%"
"07.09.2014","19,32","22,47","22,72","19,04","345,28M","-11,74%"
"31.08.2014","21,89","22,98","23,89","21,52","286,78M","-2,28%"
"24.08.2014","22,40","20,36","22,63","20,26","283,46M","11,61%"
"17.08.2014","20,07","19,71","20,79","19,01","238,23M","4,31%"
"10.08.2014","19,24","18,58","19,47","17,58","273,42M","3,89%"
"03.08.2014","18,52","18,37","19,85","18,10","244,18M","1,54%"
"27.07.2014","18,24","19,73","19,76","17,96","156,99M","-7,22%"
"20.07.2014","19,66","19,60","20,37","19,14","212,09M","-0,15%"
"13.07.2014","19,69","17,73","20,02","17,67","288,31M","12,26%"
"06.07.2014","17,54","16,70","17,58","16,44","86,67M","4,47%"
"29.06.2014","16,79","16,65","16,84","16,16","107,95M","1,76%"
"22.06.2014","16,50","17,99","18,12","16,32","155,80M","-8,03%"
"15.06.2014","17,94","18,23","18,35","17,46","114,17M","-1,54%"
"08.06.2014","18,22","16,86","18,29","16,67","157,68M","7,43%"
"01.06.2014","16,96","16,12","16,96","15,63","145,37M","5,93%"
"25.05.2014","16,01","17,08","17,30","16,01","97,11M","-5,71%"
"18.05.2014","16,98","17,25","17,63","16,40","170,78M","-1,96%"
"11.05.2014","17,32","17,22","17,65","17,05","117,58M","2,18%"
"04.05.2014","16,95","16,93","18,08","16,61","214,97M","0,41%"
"27.04.2014","16,88","15,30","16,88","15,13","152,57M","9,75%"
"20.04.2014","15,38","15,65","15,99","15,01","128,54M","-2,10%"
"13.04.2014","15,71","15,62","15,93","14,52","135,43M","1,16%"
"06.04.2014","15,53","15,06","16,38","14,78","231,75M","4,86%"
"30.03.2014","14,81","14,19","15,07","13,98","218,30M","4,66%"
"23.03.2014","14,15","12,80","14,25","12,53","223,20M","11,77%"
"16.03.2014","12,66","11,63","12,78","11,35","242,58M","9,71%"
"09.03.2014","11,54","11,99","12,18","11,54","176,12M","-4,07%"
"02.03.2014","12,03","12,38","12,40","11,93","76,25M","-2,04%"
"23.02.2014","12,28","12,75","13,25","12,28","151,77M","-3,91%"
"16.02.2014","12,78","13,23","13,28","12,54","113,92M","-2,96%"
"09.02.2014","13,17","12,97","13,64","12,94","134,54M","0,92%"
"02.02.2014","13,05","13,18","13,22","12,25","191,22M","-1,73%"
"26.01.2014","13,28","13,74","13,95","13,14","141,30M","-2,64%"
"19.01.2014","13,64","13,96","14,37","13,53","133,03M","-2,64%"
"12.01.2014","14,01","14,46","14,62","13,96","117,86M","-2,91%"
"05.01.2014","14,43","14,86","15,20","14,14","110,36M","-2,70%"
"29.12.2013","14,83","15,31","15,58","14,83","45,21M","-3,01%"
"22.12.2013","15,29","15,37","15,53","15,19","41,56M","0,07%"
"15.12.2013","15,28","15,58","15,81","15,18","127,07M","-0,65%"
"08.12.2013","15,38","15,65","15,78","15,08","98,46M","-1,16%"
"01.12.2013","15,56","16,13","16,32","15,40","207,93M","-9,90%"
"24.11.2013","17,27","18,82","18,92","16,76","150,39M","-7,50%"
"17.11.2013","18,67","18,52","19,37","18,42","146,48M","1,08%"
"10.11.2013","18,47","17,76","18,51","17,39","101,84M","4,11%"
"03.11.2013","17,74","18,06","18,64","17,71","120,62M","-1,11%"
"27.10.2013","17,94","17,54","18,57","17,17","244,44M","7,43%"
"20.10.2013","16,70","16,25","17,22","16,00","157,59M","3,09%"
"13.10.2013","16,20","16,31","16,85","16,11","138,36M","-0,92%"
"06.10.2013","16,35","16,77","17,01","16,23","102,57M","-3,02%"
"29.09.2013","16,86","16,64","17,20","16,32","104,73M","0,90%"
"22.09.2013","16,71","17,16","17,36","16,66","86,79M","-2,34%"
"15.09.2013","17,11","16,65","17,44","16,40","126,81M","4,46%"
"08.09.2013","16,38","16,05","16,75","16,03","151,78M","2,12%"
"01.09.2013","16,04","15,49","16,26","14,96","165,89M","5,67%"
"25.08.2013","15,18","16,71","16,88","14,92","139,21M","-9,43%"
"18.08.2013","16,76","15,76","16,79","15,39","208,24M","4,36%"
"11.08.2013","16,06","15,63","16,31","14,61","261,69M","4,08%"
"04.08.2013","15,43","15,15","15,46","14,54","115,32M","1,65%"
"28.07.2013","15,18","15,35","15,41","14,61","112,61M","-0,85%"
"21.07.2013","15,31","14,43","15,44","14,36","133,68M","6,76%"
"14.07.2013","14,34","13,96","14,72","13,87","111,77M","2,87%"
"07.07.2013","13,94","13,73","14,38","13,52","100,40M","1,83%"
"30.06.2013","13,69","14,63","14,74","13,50","200,95M","-6,36%"
"23.06.2013","14,62","14,43","14,88","14,06","161,48M","-1,68%"
"16.06.2013","14,87","16,67","16,74","14,87","201,02M","-8,83%"
"09.06.2013","16,31","17,02","17,27","16,21","158,15M","-4,17%"
"02.06.2013","17,02","18,17","18,49","16,91","152,27M","-6,02%"
"26.05.2013","18,11","18,08","18,39","17,89","93,23M","0,00%"
"19.05.2013","18,11","17,98","18,43","17,60","158,88M","0,50%"
"12.05.2013","18,02","17,89","18,14","17,39","117,56M","0,00%"
"05.05.2013","18,02","18,08","18,81","17,80","126,48M","-0,28%"
"28.04.2013","18,07","17,36","18,66","17,31","181,77M","7,95%"
"21.04.2013","16,74","15,94","17,09","15,77","153,64M","4,36%"
"14.04.2013","16,04","15,36","16,04","14,74","164,57M","2,89%"
"07.04.2013","15,59","15,50","16,19","15,05","133,53M","0,91%"
"31.03.2013","15,45","15,86","15,95","15,23","87,87M","-3,01%"
"24.03.2013","15,93","16,26","16,39","15,81","68,50M","-1,48%"
"17.03.2013","16,17","16,40","16,79","16,02","139,41M","-2,41%"
"10.03.2013","16,57","15,87","16,97","15,55","152,67M","3,95%"
"03.03.2013","15,94","14,60","16,99","14,29","233,03M","8,66%"
"24.02.2013","14,67","14,80","14,84","14,23","150,76M","-1,48%"
"17.02.2013","14,89","15,31","15,78","14,76","135,01M","-2,68%"
"10.02.2013","15,30","15,58","15,62","15,21","72,37M","-0,65%"
"03.02.2013","15,40","15,76","15,93","14,98","206,51M","-3,87%"
"27.01.2013","16,02","17,12","17,19","15,54","173,66M","-5,88%"
"20.01.2013","17,02","16,99","17,12","16,69","77,31M","0,18%"
"13.01.2013","16,99","17,37","17,57","16,99","110,55M","-1,51%"
"06.01.2013","17,25","17,78","17,94","16,89","114,93M","-2,98%"
"30.12.2012","17,78","17,35","17,90","17,09","96,12M","4,96%"
"23.12.2012","16,94","17,83","17,95","16,75","79,42M","-5,68%"
"16.12.2012","17,96","17,43","18,30","17,19","154,12M","2,39%"
"09.12.2012","17,54","16,53","17,60","16,44","161,02M","5,92%"
"02.12.2012","16,56","16,39","16,61","16,20","97,34M","2,22%"
"25.11.2012","16,20","16,60","16,74","15,93","135,14M","-2,64%"
"18.11.2012","16,64","16,87","17,03","16,01","88,71M","0,73%"
"11.11.2012","16,52","18,08","18,19","16,35","102,03M","-8,43%"
"04.11.2012","18,04","17,91","18,92","17,73","109,39M","-0,33%"
"28.10.2012","18,10","18,66","18,85","17,95","80,01M","-5,63%"
"21.10.2012","19,18","19,38","19,57","18,66","91,93M","-0,67%"
"14.10.2012","19,31","19,57","20,05","19,31","121,80M","-1,13%"
"07.10.2012","19,53","19,18","19,62","19,18","68,03M","1,14%"
"30.09.2012","19,31","19,38","19,86","19,11","90,58M","-0,57%"
"23.09.2012","19,42","19,67","20,05","19,27","98,31M","-1,42%"
"16.09.2012","19,70","20,11","20,56","19,46","115,90M","-2,57%"
"09.09.2012","20,22","18,61","20,69","18,35","155,47M","10,92%"
"02.09.2012","18,23","18,03","18,35","17,60","56,02M","1,22%"
"26.08.2012","18,01","18,46","18,68","18,01","85,36M","-2,28%"
"19.08.2012","18,43","18,65","18,99","18,25","123,11M","-1,44%"
"12.08.2012","18,70","18,24","18,75","18,00","106,36M","2,24%"
"05.08.2012","18,29","16,51","18,40","16,34","175,13M","5,66%"
"29.07.2012","17,31","17,41","17,63","16,58","144,46M","-1,14%"
"22.07.2012","17,51","16,38","17,51","15,98","116,99M","5,17%"
"15.07.2012","16,65","16,97","17,16","16,47","100,14M","-1,89%"
"08.07.2012","16,97","16,58","17,05","15,66","130,09M","1,86%"
"01.07.2012","16,66","15,71","17,18","15,60","118,57M","5,18%"
"24.06.2012","15,84","16,23","16,40","15,12","151,43M","-6,66%"
"17.06.2012","16,97","16,00","17,49","15,81","162,54M","5,40%"
"10.06.2012","16,10","16,59","16,66","15,48","145,59M","-1,77%"
"03.06.2012","16,39","16,35","16,77","16,20","94,72M","0,43%"
"27.05.2012","16,32","16,45","16,68","15,69","116,60M","0,87%"
"20.05.2012","16,18","16,66","17,79","16,08","135,59M","-2,24%"
"13.05.2012","16,55","16,56","17,01","16,00","174,40M","-1,37%"
"06.05.2012","16,78","17,57","17,80","16,78","112,99M","-4,60%"
"29.04.2012","17,59","18,01","19,11","17,35","104,64M","-2,17%"
"22.04.2012","17,98","18,22","18,46","17,88","92,73M","-2,49%"
"15.04.2012","18,44","18,75","18,84","18,27","75,98M","-0,97%"
"08.04.2012","18,62","18,69","18,97","18,05","97,26M","-1,48%"
"01.04.2012","18,90","20,00","20,27","18,61","82,84M","-5,78%"
"25.03.2012","20,06","20,57","20,87","19,70","96,26M","-1,47%"
"18.03.2012","20,36","20,75","21,09","20,33","100,19M","-2,21%"
"11.03.2012","20,82","20,13","21,44","19,97","140,96M","2,71%"
"04.03.2012","20,27","21,50","21,58","20,17","93,05M","-6,29%"
"26.02.2012","21,63","21,07","21,63","20,72","115,90M","3,34%"
"19.02.2012","20,93","20,45","21,02","20,23","61,77M","1,80%"
"12.02.2012","20,56","20,35","20,98","19,41","189,86M","2,34%"
"05.02.2012","20,09","20,93","22,12","20,09","180,46M","-4,52%"
"29.01.2012","21,04","20,88","21,56","20,80","116,26M","-0,24%"
"22.01.2012","21,09","20,59","22,13","20,55","122,02M","1,88%"
"15.01.2012","20,70","19,70","20,98","19,68","122,09M","5,08%"
"08.01.2012","19,70","19,18","19,89","19,05","111,01M","3,20%"
"01.01.2012","19,09","18,22","19,33","18,01","95,50M","4,89%"
"25.12.2011","18,20","18,89","18,92","17,79","49,64M","-3,29%"
"18.12.2011","18,82","18,10","18,96","17,89","85,29M","4,32%"
"11.12.2011","18,04","19,28","19,35","18,04","117,33M","-7,49%"
"04.12.2011","19,50","19,26","19,88","18,95","97,78M","2,20%"
"27.11.2011","19,08","18,22","19,25","18,06","102,47M","7,25%"
"20.11.2011","17,79","18,13","18,62","17,79","98,15M","-3,42%"
"13.11.2011","18,42","18,51","18,82","18,18","75,96M","-0,05%"
"06.11.2011","18,43","18,51","19,25","17,99","107,13M","-0,65%"
"30.10.2011","18,55","18,17","18,61","17,12","102,11M","2,43%"
"23.10.2011","18,11","16,28","18,11","16,15","128,45M","12,00%"
"16.10.2011","16,17","16,32","16,53","15,63","97,67M","-1,88%"
"09.10.2011","16,48","15,53","16,53","15,40","95,40M","7,29%"
"02.10.2011","15,36","15,91","16,02","15,02","126,88M","-4,18%"
"25.09.2011","16,03","16,24","16,87","15,89","84,17M","-0,31%"
"18.09.2011","16,08","17,06","17,69","16,05","103,65M","-7,21%"
"11.09.2011","17,33","16,62","17,47","16,55","77,36M","2,48%"
"04.09.2011","16,91","16,70","17,52","16,52","66,20M","-1,11%"
"28.08.2011","17,10","16,94","17,74","16,81","105,77M","2,40%"
"21.08.2011","16,70","16,87","17,08","16,37","94,66M","1,03%"
"14.08.2011","16,53","17,20","17,62","16,53","109,40M","-2,99%"
"07.08.2011","17,04","16,13","17,22","15,42","196,14M","0,59%"
"31.07.2011","16,94","19,69","19,76","16,56","137,90M","-13,35%"
"24.07.2011","19,55","19,21","19,90","19,18","105,31M","2,30%"
"17.07.2011","19,11","18,98","19,36","18,62","84,97M","-0,10%"
"10.07.2011","19,13","19,30","19,50","19,02","76,84M","-1,90%"
"03.07.2011","19,50","19,74","19,95","19,38","60,47M","-1,32%"
"26.06.2011","19,76","19,14","19,88","19,03","79,19M","3,84%"
"19.06.2011","19,03","19,30","19,69","19,01","67,13M","-1,60%"
"12.06.2011","19,34","19,78","19,82","19,21","80,68M","-2,03%"
"05.06.2011","19,74","19,86","19,92","19,01","109,22M","-0,25%"
"29.05.2011","19,79","20,23","20,26","19,69","68,75M","-2,08%"
"22.05.2011","20,21","19,55","20,33","19,48","70,54M","1,25%"
"15.05.2011","19,96","19,49","20,53","19,41","100,89M","1,99%"
"08.05.2011","19,57","20,00","20,51","19,49","96,39M","-2,05%"
"01.05.2011","19,98","21,21","21,36","19,92","118,22M","-5,40%"
"24.04.2011","21,12","21,60","21,70","20,74","80,31M","-2,18%"
"17.04.2011","21,59","21,60","21,60","20,92","78,91M","-0,87%"
"10.04.2011","21,78","22,98","22,98","21,29","137,73M","-5,30%"
"03.04.2011","23,00","23,65","23,69","22,76","87,38M","-2,54%"
"27.03.2011","23,60","23,45","23,65","23,20","66,49M","0,34%"
"20.03.2011","23,52","22,98","23,64","22,83","101,25M","3,29%"
"13.03.2011","22,77","22,85","23,19","22,40","107,95M","-0,96%"
"06.03.2011","22,99","23,53","23,56","22,58","59,49M","-3,12%"
"27.02.2011","23,73","23,21","23,81","22,98","119,70M","1,67%"
"20.02.2011","23,34","22,42","23,88","22,24","198,11M","4,48%"
"13.02.2011","22,34","21,55","22,40","21,41","106,40M","3,71%"
"06.02.2011","21,54","22,69","22,74","21,31","125,89M","-4,44%"
"30.01.2011","22,54","21,92","23,03","21,76","151,38M","3,54%"
"23.01.2011","21,77","22,10","22,30","21,42","78,84M","-1,40%"
"16.01.2011","22,08","22,38","22,81","22,00","103,78M","-1,78%"
"09.01.2011","22,48","21,75","22,95","21,69","128,95M","3,07%"
"02.01.2011","21,81","22,44","22,51","21,54","119,91M","-2,07%"
"26.12.2010","22,27","20,86","22,39","20,83","83,76M","6,00%"
"19.12.2010","21,01","21,01","21,11","20,71","71,93M","0,00%"
"12.12.2010","21,01","20,96","21,13","20,28","89,59M","0,96%"
"05.12.2010","20,81","20,86","21,29","20,24","101,95M","0,00%"
"28.11.2010","20,81","19,88","20,81","19,81","104,35M","4,47%"
"21.11.2010","19,92","20,76","20,79","19,78","96,90M","-4,28%"
"14.11.2010","20,81","20,93","21,13","20,35","90,25M","-0,57%"
"07.11.2010","20,93","21,95","22,49","20,91","136,07M","-5,17%"
"31.10.2010","22,07","20,98","22,39","20,89","107,79M","6,00%"
"24.10.2010","20,82","19,69","21,79","19,61","202,82M","6,77%"
"17.10.2010","19,50","21,06","21,35","19,25","163,47M","-7,93%"
"10.10.2010","21,18","21,02","21,46","20,49","111,70M","1,15%"
"03.10.2010","20,94","22,13","22,43","19,85","227,17M","-5,46%"
"26.09.2010","22,15","21,22","22,51","20,98","228,18M","4,58%"
"19.09.2010","21,18","21,28","22,12","20,80","240,59M","-0,56%"
"12.09.2010","21,30","22,35","23,01","20,74","142,77M","-3,92%"
"05.09.2010","22,17","23,50","23,59","21,90","88,96M","-4,44%"
"29.08.2010","23,20","21,22","23,29","20,50","136,69M","8,46%"
"22.08.2010","21,39","21,68","21,90","20,54","84,72M","-0,83%"
"15.08.2010","21,57","22,24","23,00","21,39","94,44M","-3,19%"
"08.08.2010","22,28","23,64","23,64","21,91","69,61M","-4,91%"
"01.08.2010","23,43","22,53","23,79","22,51","85,09M","5,21%"
"25.07.2010","22,27","22,22","22,52","21,95","52,67M","0,23%"
"18.07.2010","22,22","21,47","22,62","21,34","66,39M","3,54%"
"11.07.2010","21,46","22,09","22,18","21,36","50,93M","-2,72%"
"04.07.2010","22,06","21,42","22,10","21,22","49,90M","3,04%"
"27.06.2010","21,41","22,33","22,44","21,04","70,41M","-4,08%"
"20.06.2010","22,32","23,76","23,97","21,84","100,13M","-5,34%"
"13.06.2010","23,58","23,91","23,94","22,98","80,35M","-0,46%"
"06.06.2010","23,69","23,55","24,29","23,46","82,29M","1,28%"
"30.05.2010","23,39","22,56","23,73","22,56","67,46M","3,73%"
"23.05.2010","22,55","21,91","22,55","20,79","98,44M","2,97%"
"16.05.2010","21,90","23,98","24,13","21,54","123,65M","-8,33%"
"09.05.2010","23,89","24,61","24,69","23,27","94,19M","1,14%"
"02.05.2010","23,62","25,84","25,90","22,52","154,33M","-9,29%"
"25.04.2010","26,04","27,07","27,14","25,33","81,94M","-3,52%"
"18.04.2010","26,99","25,69","27,03","25,62","78,44M","3,93%"
"11.04.2010","25,97","27,78","27,92","25,79","159,40M","-6,45%"
"04.04.2010","27,76","28,33","28,69","27,76","71,27M","-1,46%"
"28.03.2010","28,17","27,38","28,29","26,89","62,02M","3,60%"
"21.03.2010","27,19","28,06","28,82","27,03","96,00M","-4,76%"
"14.03.2010","28,55","28,97","29,54","28,50","79,41M","-2,26%"
"07.03.2010","29,21","28,32","29,53","27,91","150,31M","3,51%"
"28.02.2010","28,22","27,44","28,31","27,13","96,45M","3,45%"
"21.02.2010","27,28","27,19","27,50","26,21","86,83M","0,78%"
"14.02.2010","27,07","27,10","27,34","26,65","45,57M","1,61%"
"07.02.2010","26,64","25,06","26,81","24,76","102,06M","7,25%"
"31.01.2010","24,84","27,02","27,32","24,21","100,71M","-7,76%"
"24.01.2010","26,93","27,02","27,62","26,41","70,22M","-1,68%"
"17.01.2010","27,39","28,29","28,90","26,84","102,58M","-2,77%"
"10.01.2010","28,17","29,33","29,43","27,99","94,85M","-3,26%"
"03.01.2010","29,12","29,12","29,55","29,00","79,14M","0,69%"